A,B,C
2277,71.70888577565,-5.3022801
1757,-156889.0,-9548180.69
4044,790813571354.0,2635.8943
8050,-62.214835,-7.789505534
5459,32396561803835.1,-7413843418.96
3370,-9946464948.4,-9.378528869926
1216,-3345379319.484,34737750983.18
9013,-21.9526295549,7477466609850.8
2802,6194693145060.4,6.0
702,620.2399498364,-408317812508484.0
2111,549174.0,6132.71527811
1455,-192719197707482.0,-2480161152.8
3309,-96.633,1082792024.143
3900,824896.11399798,-12437881726674.0
2752,673144231746584.0,1226.0
1990,74.865200237649,3275.73
2639,693315220819151.0,72604874914493.0
9048,-674897886.106837,874656991.76
7110,65628533441.3,53150.82089563
1161,-10426472054.0,3599949283538.0
9583,-2161.68019545,-41146.395676566
7925,-5.29499254309946,87909681444351.6
9237,2832152264581.9,38852422395.443
4827,-15770112382466.0,172959296426.14
8860,259539872.353,78786741452.8
2944,59.12,-71.95771
8875,-406526332.95601,3742081340.4
1282,-44.90132,-6958195733.41121
244,-9815643.55,785158.25187
8599,-3.283094178,223155684860555.0
3938,98212.8854,1468.4435
7974,-775.798953,-20034085206552.0
8310,-7129552562280.2,5318.35502982275
783,-4925354.7942,2.3
9286,985.598652,98464638060.9904
7274,-81855085823655.6,-52563.99
2464,37.73,-4609248309.0
9218,69656717603.0,-53198346814412.2
7055,-817450008.81,-9531.156671967
4281,-6314108882639.14,-1059221.0
3200,7850169.0,19399999.6
1381,6498752324.9764,-155156.8
7562,39.6691547,5.857
1571,43281.9001,-1046928.4
8192,-91685745310419.0,-975207911540.4
1035,38380686104.0,6795336959846.2
2524,41.244172361874,-794044.7376713
8069,-86540147424358.0,-157595059.631
438,32094770604.3,5358.270684
5784,-4548.59,-4491891858.3066
775,-50230676870.45,-26.123573779
7168,-192665.3267826,-3132421.556
8460,-96713605423630.0,59286.2806034501
1685,-7.995,266.18
5356,413435063.76,-3300640.144
6033,-1855209968220.0,6.29432234119454
2867,-87569.3,-6626571343.2341
8770,-27901975.8257,-7852670122937.0
5440,-579725172.0,7460620630.191
6821,-127270988.4,3679700348748.65
6436,456.303,810712434957181.0
506,58366434840.0,89.30555535
344,-5827.7978,-45711134718450.0
7025,7.255,-979093081977095.0
6889,-44082.32278,772473144235.7
4371,-72773489399294.6,227152.0
4867,-6.120405,-5.3702150821
114,-5.4870857262876,-637433354967446.0
5285,-88561.0,-13.4394594699
6280,635310232629025.0,-69980860919691.5
7073,8660190.0,-173.3
4855,7.63306773,-79.9305872
9371,-71524.5,52.7398
8849,928463279317.533,4.1989
8657,-37.1490849188915,-2871342.0
1739,-23715728738.0,-7.5
4460,68599.3057,7335471.7534082
3926,-8327.72761305,-5129090084109.6
4134,92640.0,-38.1944139505072
4801,5069283288.0,4640.825
9747,468473558237464.0,-8469825918514.6
2789,701.0,1.4801148248
4621,-275574924.4,161414737.3274
7937,-85695.232775296,-69.851736415
3535,91058969185014.0,-1234250587766.5
9189,998341949656.9,-38318440457.0
5611,-94.31241526,65706764141205.0
3310,922022.112332,-228636655.0
4222,711757948.5878,3.46981155596723
8241,74965457921683.0,-376335.31
5396,1469810401777.76,-29712447.3419484
905,8164048.0,-99611392959932.0
1413,709540074.772084,3179420909.85
4871,97229702084.5,7820.6331
5940,-66813812677088.0,-762138464.97607
66,-86329331165028.0,8.5646598
7309,58510805292040.0,-35.0
653,-680904557659.56,-7668683.82546
888,-309.3417,246063.935453
1647,-84.89,92.2
4827,16136571.110169,-98514187485810.8
1210,34069.1069798,19905868.4
2374,-70250.48,-7.114093779
449,478.230932,-741753729893.582
9637,-23397.79395,5.70832928678
7331,912080.57207,863026779958640.0
3061,-65698684333.0,-7453000928841.0
4471,-116134689539.0,230629946.0
2260,80413776.0,776.0
8715,-838129.7994,-5450.0
3902,-15789702.3,825926827.32
8648,127.23,557696686.27
9289,168475.2786692,-3182925286.0
5248,-404605789453482.0,-97063.39182882
9631,18174.923,99800827934452.0
7707,867.0,-769.2647032
4979,-8042.34789026,-77080402.1245
4079,-90500.928,-46534.0
5427,29598477.24,63845008568208.0
3927,-476238.0,-81.71962
122,592217769191399.0,-785997848561.165
7911,11201112.24021,85.47452205
6440,-744853231169016.0,77026386001589.0
1957,-782717626.62,579.47600974201
3422,50041097.1944122,56218418696254.9
1903,6765735706.166,938575259208.0
8230,-365245.304,-39756558206.6053
925,-3727155.399,3752727429.888
3081,-46337098534249.0,55.9603
5403,63907105315.7769,69.1151653
2822,-314421357241647.0,-258819361202599.0
5078,-1.2812044575,33615194872.0
7366,-6693992018506.0,9.3514940643
458,2.11596979,-93982892.11085
8438,-13475672.1458437,992111.0
5926,6835.3871,-199195875665877.0
7542,-5818201.156265,295589185.4052
7916,634.506,-847537798872328.0
1319,5733982566.943,10019775744.727
8541,-157683521.32837,4908879.81813
5260,9712.83988788331,-62832996.30723
6033,6520272560899.21,-968986204436.0
9638,4.6259561076529,-26211996.9
1415,-186596.79,766482414.8
7116,563934596905979.0,1678733625.889
5257,701537013131397.0,65410934260750.0
7532,8220.31498904,-208812.5353
3155,-636.858874588,5.44857206191172
6336,616868.40215752,58358998.7
8509,825312219798.0,66697896741298.0
3878,6946725542.196,-85168202237.527
6257,1535579553478.7,579.68218647
4073,-465218204549.895,-815.1813433
1108,435513172.9,-88639119.44059
8790,-6364742.45177203,18.856267
6121,8421264.4177088,54891.838
5288,49041348886.2058,-7043.111060253
8905,85600852.6295,6004.8
1928,71501174887209.0,-32109227.1277169
5878,-34763853.8,-606.879
6164,87313021815656.7,-43.32547002159
6057,-64.58819468292,-317252.3
1437,-59079874242.8,8362687.9909
9181,31888153053.2083,-373339556300.0
6439,-896023442584151.0,138.0
3891,135775508682.5,-6130465072.523
2516,18543477068.1,-30.6117962
2925,-504.650089564,-288523564044879.0
3284,726012.1715948,-27511.32081915
7098,-590845651181.61,237.6136449
1135,43713501.0,40004538149.753
5935,9773.68988986,-690363.677601
5350,43438.84724763,6.5903495766
14,940263.498372742,-17.78015107
2634,-3767116823818.18,-789.592
8330,-73.33,45575919.674813
8395,316272.937587433,84.26656
2391,16519317.5774,84453826384277.6
6181,219673304363.0,264.8492136
380,-46026399.538,-1501225483.3427
4250,3232863.67,-81175.657649205
6571,996622121285301.0,-4010.408
1944,386113485.512,-4242.850614
5141,1950101252.91224,-42157.592692
1448,-823.0,397089518.312
4202,-1.3414577971201,534463.0
5216,-835506.7603389,-69.435614101
4505,3654.282559,-65.85655920366
852,-739.22260846399,63.3390677046
1409,-449395868178.875,97812445587862.0
2711,-640645423617363.0,4.720671
7323,-2840.85,71597124.0
2871,723541561987188.0,18617621.309
6783,41873.7110454771,13602467349657.5
3945,-93447.7122953,-64321.81333656
4969,-4655807.9,12.582278574766
5931,6665519.88437,982149.811034
9637,-99.2997831,-82966.82935
5853,-1935509805.0,-1135055.6741
40,9052145.19,828042837.0
1647,7664835187.1,-215.6901
8738,-5885.718153,601856079.0
7936,-379206.529903,-195980759922.44
5438,956863500908.69,-270.8505407
7235,-128366.0,-6.232590799
8679,2655440870758.89,-154607.0
1614,870655929614519.0,-12476744.707678
9456,-10845148989512.0,880821444.2261
9433,-91313317503.0,-1.873223542159
6680,8435010.970208,782257.54512
3061,-325.728252643,2132552.2474616
458,-83001405.859083,7122654.15739
3391,122714675330417.0,978575608597.57
3322,-8615.81004108,37255148483929.0
2071,-26217198955898.6,2.75
3489,664920.4268964,71716376674374.1
3390,43.95597388699,875.78
5030,55486909.3337,14415861.9
9018,701291.0,-24763376.5
6745,733675553341509.0,9395134.291244
484,5202138.46668268,-526238.29131641
9931,77923729.2539049,8477718.683669
8486,83931501818729.0,-760696965285.0
6868,-9416387475.197,3.1
9677,-505421890485.93,136504.9190905
5860,88.71630495,372786.1
3544,-82658.146991,-9441139812836.13
9130,-47473332.857368,2559788934188.8
4412,-278455263050806.0,-640259617.865
1353,7951414898.269,7404202.59196
6865,678508680393.0,16761.4873
8310,-698860.26,-39605324291594.0
5810,-480043937533948.0,4.9
2154,-904.492223131,198517.21929
5030,9666152593.1042,-34231849711.0
9885,112.448688,-8020.127178
1930,4110186.945503,658.159357715
1749,-331.2126755,-19887.9570237794
8811,47003859.3124,-681641.653938
5718,98510649.44286,-6109681.752
3348,-515257.0,36035777.50299
7086,6.7,8.5531561267901
8475,-47641.58883,4595953860162.0
705,25356139.4663,-4156482548.51
8215,23851.58860728,-90.776
9313,26721793898898.7,-52222135781380.0
2170,1017.4659551557,41154.2
2888,24.616698431218,-44.882171869664
9516,-3.55706286,-9607.412763601
6897,-295778.4422,707612.311711
9161,-4080762080903.0,6162507.36668776
6799,77921038077997.4,203413.31436
790,1737.4757635066,-6642930.8
1891,-89672410919.1,58.926938
8094,19586705159.0,-43307786095.547
8819,1495.99207,8719121539.357
1742,-67899663921.858,-31900.12365
9383,275326995.12,5873.68
8496,-64.43338739662,-3427397515501.6
7935,791.32,-641493.0
5348,965646.0,-39144517.3459244
2369,585967409233.1,-3.1
7546,-1328596.794576,711853.731
7870,3634615592039.0,77.172806698604
5915,299544.57,-9013007.87
4350,101074948427480.0,66704865.0
7870,-8187.8,-463996468.233203
3299,-5638056813.3681,-84783.20488
31,1938117690261.5,5441674105.34
781,-50761229.0,14.8766871
1839,116240.3,26467.817902757
566,-9127.14674,227.605738
1074,-8.2920344437301,-9490.64293
1018,-8390038398.6785,899155521470.0
4193,-720090.605,1.13604
9041,-332078681624629.0,15.0
2721,-217.8578672,-831821744643650.0
3490,-2559039547.917,919.85
5875,2894540752.5,923248866600288.0
1753,13807.985387384,86064553022.889
8842,43933114729.74,433542191.12
5993,-0.508604035,-20.1716416609891
5613,-212950772788.0,55.999683416
9139,41167269852990.4,663.2212022
3856,921511774933.98,1906980734.7443
3044,-3104.397391,9769.4849
9509,-5.0,-0.340185391622
639,255855483.1,8679372343643.0
7963,86389392.29,8610178.0
7093,644.7,-149516925.3346
8882,6152953.79,-2909571177639.7
8186,-820764.3455,7869325258.409
5376,-584702007.1,-7898909824244.41
2029,6.578,-7559.977543
1210,-7826866.4694861,-3010416837.33
8257,16876791172.0,917.5600652
8704,-412.84179,69.685315132
5989,51120469774984.0,-0.8577688764669
5094,-3219935.6211756,9.41472224
1707,-728804398.61069,141.2795
7206,-668932247265832.0,9.933377
9100,-91218.7609267,-2.0
4398,51.178223,-7614.35222
5118,43137.5,1540816029.0
3990,9598372287246.51,-2997194.2877355
8179,-770600.0,-802032.49024
8768,7652.77949789264,-4.578
6861,9741817917.793,7726065.1
1036,-950250552014.0,-967609454475.9
7284,21376.26,-188053.30075
8168,-814632235010.221,8098865690.864
6817,1.809,739.699787
2742,417887422825673.0,12903265087.5443
3525,8764630.0,3369.4560603
5917,-17828949063710.6,5601668.116
3223,-247.8,-82995.0
7551,-3727403485409.5,883396731325.67
8875,-8757.1,-5604421.17947
4076,-1327776242.61,317221.2781
3671,85043.9,-82.26658
1400,-192637570390.0,-515297737114.0
4705,-51139790498428.0,-38614643183.85
4812,-962346999.0,72626.939631
8753,4078398.0,-645367.77959
4440,7738869499.0,-53937918152.5
141,-936270071421275.0,736648839.49411
4158,259889627.8127,64844.89
9790,1106266733121.0,828768139529.138
4551,8299629544056.5,68762.423149
4830,21.349968737,8561.125130238
3419,22377.0,46512147.0
6946,-995740299.6977,-326.39
4639,254387114100689.0,8.7008332
2345,2911702234.656,830522.0
8877,-685203074977890.0,-735143.3
3404,19.44,-3902059.5452
4946,2030.504893912,4260209621108.6
365,-3970.93,67393739956649.0
2391,-66278237043624.0,3044317694745.0
4148,447690990977828.0,-4.5632
809,17313458425.0,-883445680271.1
2627,-36041692084.524,120.224780479495
129,-6.84,-2168374606846.8
3278,-356201358.22,49310.4613982526
6921,808284011742528.0,-24.992
5928,66699211.9709757,73982500863086.5
8657,-0.153146436251,-548.8581375667
181,4363.16,-889189389265359.0
7398,-571731048942357.0,1256.43742036547
7197,-0.61991326111,2130193.1725
5318,-93171191738393.0,-79246465604564.0
5096,7524455.128,40.808495563
8928,5449690116462.0,-90322071058409.8
4135,-0.369,-6796571.80692
1324,-594.29,-649698382077.25
651,82.338,-478249.654178636
4087,93749996.0,13325.231655169
7656,41.9162870471,38837535.44
5374,-24240082.152,-5710562.74
9252,-957.277315,-83696828402875.0
395,48359777066891.0,-8904170280341.0
8648,-3200.850969463,-3473.9862561
5205,75253854284.81,-9991778704.0
6037,-88595681.2606,980103829248812.0
4493,-3872458170132.0,122467372.414
385,340837078715037.0,72765933.1007548
958,-6401124188.95,36112967160.2
8693,7.0,-2346510381.222
5240,76.17,7.508747883796
1177,-541091638.85,-271092562839971.0
7005,-12750160524023.3,97718.51613046
7627,-393136076132452.0,-909445.75398447
2050,-20201605.43,826014723256294.0
7910,-46169629414.191,27076580.279585
6127,-750868405.3527,-0.84417
4613,29169031.8,-93.85020079
3032,9187.0,7291.2401053564
3846,116021944714.2,-145204246.282038
720,-440940.3126667,97983260.37
8515,1350702428.4,456684348.88
7271,-19827937441050.0,4782021.231
8546,-5.5619,778.386835535
5878,4580485948.655,-25610.4302002
8975,-99.28941400821,-7356371089.2584
2168,37890821.5655019,-1700745566.16
8112,82224026.0,-32218491.83
9238,2349388.21917,-35275.75
4418,5966269369.24606,264.0
9975,0.8201,373099666432.0
8856,924723.7701182,-4.53
7200,851588277481.2,2.3629400064
9377,-1493.153617232,-8133.256597799
1331,-3695.4425831183,9686764900169.9
6485,-726739.818,60614212290267.0
9717,3630451498.27,-788561605.789
6491,22553179529.6,-3848.3076
4130,9135.25260008728,-729786249933.0
6735,-8797.8,-1839989.7
1909,25.337755,43080204.37
6107,-5644359135808.65,-443305.254
887,-391402.6143,8869072.0
4102,4.695871192,-89069166117732.0
8428,8.36,53104.821186
6068,-345582027.38401,7930890.2377
1526,6904053.33,-526479084046.0
5051,0.704,33792961.976
2234,-975607.2206,-34443.78315781
291,88.457,-31.3045
8337,-1674851580.0,-389197500205.317
8397,444256942910.0,-55358170060.1
7702,-27.8596594648088,663930211.58
92,6678857239.5,-529941930821332.0
3720,229709221.943,90.0
4116,742657.0,253.397069961
3514,47831564869.6,-613377845548964.0
735,-5164473924314.74,-1697271429572.0
6725,-249.329521595217,-690360827594.308
7860,746736911929.0,326.37881
9607,-826434630.69,-1041823676.8032
6967,3446770.314,12.56161451816
6126,594413474097226.0,-50261.86
5613,427317433251533.0,-97474823.896
1916,-3811340166.41851,6724793163.2
9109,527.0,-6881729533.3957
8658,9653.7385,40005944.5008
8209,61603384905.0,-6577456.0
6682,-95389896973.88,-109824149581324.0
5595,-590091140.9,-46141287.854138
4980,-10817906981.7,8.604
122,-195662015984375.0,-267124075711130.0
1964,-527066.8681368,4854.792886
477,-5636460403056.69,-890782062.1
2566,19.95561582262,-1638.25
4980,-13189562001858.0,-16807532.894
4816,9553.14,9674.17
8199,6507780921.1,1.7
3009,-1256542515540.0,9444095367.417
4845,403450.89888,-75652947795.0
7444,5642002005424.2,71117178504774.2
6576,15647336231223.0,891903828790.523
7228,-5573148005519.11,-6220.947
203,-3494190117226.8,1040.7429767095
392,1231106.76699051,-821113.67071
5040,-3866566540429.0,1.65656418
4256,88400875447632.2,24075208.32613
6158,-9067.388265,96811030068.0
2781,58294351.831,768726590283.1
2484,-90794.56,-79375.864
7979,289140181402.26,81541.2035
5916,-51529.7,64.5824181089381
6645,-395573.0,-5.1030985
5620,-45.2,65819976.522591
9223,-730387.31838,-7466777.70870379
1109,5387531.7,219437962.5576
1869,-8484110.4789034,-6431844892457.0
570,6780940.658,-54809362.420502
6739,-494.614504,-9.320806772
6357,-31327764.0,-64848.1479
9943,-65210025.3366,64691.53969599
5200,6823.615,32865717.708811
2566,9530469.1888406,-2676477799.5067
9633,-5.6486290936,9082785038595.0
6960,6855733976.0,-55959.53232
7266,-15223300.327813,-911637791662445.0
4021,-27901.624,-435976795445.46
6936,-4717318319.838,36554539495.55
9615,-5548272457.178,-447884158519.938
1182,-658.623734,991.18216952
4752,880.52791,-99071438695.178
6121,-78093436076.364,17683923663814.0
1375,-60.0,521441435.539
3651,-869943658064.0,-567.15643
8762,-262338148.68,-738.72769459
1376,-2.634350982,-8109.526607
4643,8816857.0,-649656987.96142
9460,296395725124.3,-7693014.586675
4183,889983603846.71,648107843.898
4343,32518848552.6,0.4
3736,-547536321715.0,60595.4318
7401,-9.0,-204536137653.3
4133,23.4980035,171571525.3006
8470,498987.643232,-9.7470476
4285,55.621629191232,431265088888.4
8923,-71309.37,6494119889154.2
3163,3913040304880.61,25.0
6227,30112784073.0,5674.84
827,817974986762180.0,-147903902579714.0
5540,-1289554577.3,593627449565.0
5318,6607.37,963590.747
1998,6732149.184479,-2897651.63732
7836,-92367285637579.7,72627.317
8377,9851700694253.8,9301384994031.0
6634,-1408.33,77.213259
2095,1.13050104,86365473.1221
7674,-57775290451.1,98100.1284113
8672,-8.0,-28397181289293.1
8978,-865338535.4724,84.207
3119,6489.38748,65699645.1999425
4225,27852624941310.8,-9.1217608281365
2490,2085.26,-929.0
9736,-31609277.457,-29044684950.1652
8909,-4182.9831904,-455061794432.4
6678,-14111.19965,-2946355439803.62
3102,-9014.39645103,9142304433589.0
5922,666.49431,839384392.0
1862,838743.800133,42909.748
4369,-328893.0,87.329719408642
7380,84666424156.1,383417141.55
5336,-17.7175362659,-66583.52393349
1349,-63968.996751,-6090250.85717275
7598,58926797.77,-2.663
2038,9699207528.615,-72104543425.8
7744,-70543591655319.0,-9339892.174132
5695,-342826631.0,4157756.0
9127,5978046.46,1.135299
1827,-91381.3040428982,-3351099329780.7
127,-98065481563.631,0.2745
2519,8.0,-448405288731.0
632,145446076048.4,630.23536118
1908,27791232.221439,4633782.9
7606,90.4792,7872.142
4156,-9133252174.27,-933006173042135.0
3352,3428.2463578725,-9478.9997346724
9116,6.582,90738435068047.5
7634,-29757.3244,-3342.0
6354,-576500551535.54,-94.624
8926,-86919411.4,-559.67693997075
5308,-227945009956764.0,-369605164.691859
6158,-92201505.6,3695898420.72748
2611,-601368098852.0,-9407422.0
5798,-51606380545.2819,-6.4
469,72505309819.7803,5271041034823.0
4571,405319874.9,-47481.0
2428,782605.36708,-581119212532342.0
4791,489552934886.38,703429957.0
2700,29303101614542.0,738043.909165
4449,903388.2,-820627.4720101
8019,-58.3628,-8083462570.9
9298,6.154641,-71528273995.1453
9891,0.0,-945824518.0
6265,625056069289230.0,-66784.6562633
2828,75148189001.6886,37403.262566
4633,-13.49466,65.4750442
813,-243410648885.0,-94040.32278
8547,-4639567197.62,206166430129381.0
6751,282.0,-322525373.125
4160,-97658.9,583896270881934.0
3959,-518955097.0,822144494.838542
5175,-911486880750120.0,-254231846.70295
7884,-5.7732465,-0.26884737
5569,-6.88989,-279407577.2019
9032,-19874922360377.0,-152184338914684.0
5372,-63099539987374.3,-953227137211.2
8640,8012763.3462,-14.793640947
2849,19321162.8,-85404206945777.0
466,-85.0,-267307963728.112
3022,-9312.0,8692484637024.0
2139,-13729153.24,845330692144406.0
736,-51.76839381,-3393462184151.0
8251,1213.0,-2446368.1
9785,578806.8216142,-598683.15914
9339,-84315204030896.3,-624157369237210.0
554,-81773.7786472,-775.5608935948
8993,864502317.76749,9599633.5939
9616,-40120.74809994,-3.0
286,598338860.0,-45198480638893.7
3784,23365642719113.3,8669.12599
6977,-55.0,-451942.547116
5061,-2279190.7758,1.615729
7246,-7794668187087.0,3.6462556871
9784,7302026.2746691,6939557770.905
3848,-7475774686.16401,8794703443.98815
6137,7077262.549962,-9602.0
2758,6.80231972594249,-8400732.72
4987,36161201915010.0,-49200136827781.4
2516,58338381.8,988.9780329918
964,3564833.37587,-3.37
2450,69970476220706.0,5.8
2259,19508.1002858,-65781.33
7246,440818622.0,-84158.679573
4187,31600870126.72,7742.5346151
2589,-29.64,-741693292.8576
5161,6055851.9987747,-649553741.1306
1340,99439601026.6,-6439.4
1156,602.3466435,-83966128.4
1736,-724569099760443.0,1756791043560.2
4525,-394.8827996,52386.9863
4750,38758986003010.3,527216794.0
2166,820338208215289.0,3150979448.97864
1524,70637808539282.8,-640321289274.658
7696,43531573182.33,68506.46361
3121,7.456,84124406.6
9420,-16859137.44,16434.409
5416,-1394232536.4578,49414636063593.0
8832,8123833093.998,6617280.46
2135,-76.898,-172259495740.11
7698,-17260501497326.2,-801638.0
3602,-6085964400.76122,57235227.16
2088,-22545549.8574,869762635079957.0
2455,442318977790168.0,3188384.8663
2221,85041999818.0,-523551101491495.0
3993,5395326848550.0,9582423559192.97
1263,19609150257019.0,-581973891333782.0
581,9.90181,7.81254520903337
5445,76684663.0,562550478.522339
5363,-637127683488.1,65.94420436794
340,99458.5610938461,8025933.9380962
6165,8150141723223.42,-1096.548641716
3579,-277368732146.609,-4837520.9877132
8454,-9594055780842.0,7.74237
4116,-322.2161736,-0.51151025143106
2311,809640543733.0,35187972179.4616
8065,-5318.531326867,6228165.98522001
3538,304839255.161,-397507674138253.0
7357,6179080852.6,-69013454.192
9299,52037.15,-92.980445150778
9891,7971124855175.9,45872.1754
2442,986922.6994891,3308.5759023213
4239,2386844070.13,-57.8435612
1084,3096974217.7,-54.32627543083
3104,-1824.4543647,144419584092643.0
7211,731.28617103487,3574924.73
7657,-7106045434728.0,5416814395.0
5021,-8783341.3167,79720777.886144
3660,658.675447093,23885096622974.2
6562,-168459861.42844,1648.0
9981,-472611214595.823,-846184462762.5
1234,16.62340055988,43067584.76
4311,-90458702090.4,-583505330696730.0
1519,5842110.881,-7627.2
1810,5611559.552827,3107.50648163
398,303898.5,-73.536604687055
6431,-1802.543466063,45028500.270602
8076,-80.5630667151,-203996130710.0
6488,665917055271.5,238602872452.83
4701,25063730482398.3,6.1178509489
5461,4163.89812781,-625202632227.2
8023,22342262.7,5243383217526.0
7747,244686146.579971,-447.8656
2201,3.4,23589305623049.2
555,5789619788.621,706870568.3312
7830,6144148140478.5,-59628124.16
9952,-869563281785021.0,19023988595999.0
5949,-3.1096001846,845804.748
9412,-67.95944,821208.3320068
2704,194.2,-622942.32
439,-97279.4364004,5474594380097.0
7034,3028979280390.9,-99868191484063.4
6948,359.44902313,58258649353.73
8868,-397882055396.0,-280041909.63814
3599,-36658723.2378,6333365676.238
2369,28.239277247,-69.0
9135,-79083983939896.2,78120.6288210762
5002,-73.9554589274,-43803358454501.0
7880,314824174036.6,72513.950129799
3712,-514806.909904,72.457
4290,8546.92775,8466659103774.4
7900,-95542966.1546,64767456835466.0
587,7734980.252824,-1.606516091037
129,-790755900.8288,2.850860491006
9831,-3223506221.7,35363226.33444
5825,-161050988681124.0,8.479554
6993,9296644923.0,-3.0
1206,7431.852,5261.55993
527,79437190.6,68300952791.2321
6032,-131256428229413.0,34.80253
1137,463.74332966476,2919192.4
7618,57.76,-238.8836578
5938,-1522071197.86066,37502.8673882
6438,51838.0,870074620.649
4162,-1745.3,-778.0
1280,-90261.22,712344615259757.0
2314,7.7701313104895,6399010898207.4
9361,27181005771058.7,-7891.25151
8763,95900120342248.0,848295742493.0
6743,-67836344.0,33081456.2
1223,-37449.98641813,74743251.3
5973,176751921.14096,-35806150.133
6177,-158283667809368.0,-484431520780419.0
2477,-862351.67337648,1477996.7437
519,-71778838.0,280946423153203.0
254,-503787006.6,-306.797
5955,504227785.0,1450382169.2
957,-157213646436136.0,334550399961.1
8798,-7658718500.0,6573749.51
7698,9367.3,-367.131789916233
1402,-18.1213293005579,40519437225.3572
7133,-198756448070423.0,-64857573.7981
210,-86809.79,-106159686584407.0
2971,211992665.63204,28027628.0
6580,84499513508.339,831373.6
1844,953088167.140779,-4262632252675.1
6358,9701071.942,-3676396086.196
6559,-85481.53372,6424.4950162341
6048,873501094459.268,-177334596.1
3391,-92.75755218,477707.6
7229,3454455160.2,-917821609199.61
2749,-2219550965.44,33.31236576
5150,-0.85580311876,-831847.8929515
4385,6383570.801,-493436.8381
3955,-1044249644.914,-92123587556.4
9234,254.71,-8647392.967
7614,-61324113814933.9,-93294.706907
7271,37.975818439737,826457868.217
1382,9296954809.562,-77220579587200.0
9923,-4888180766355.0,4275850140.799
1057,-968217199107790.0,9523967001.1956
2970,436.51318,5927763.6
7673,50297.99572,6088022.695512
4984,-63.5475,8.6
1042,-931253116464.5,6883140455.897
1179,-3.69,29385627479.8
7886,63687286991698.9,74411274.7
7175,-68.847,-88495.71626696
2411,-478908.949,7.0
6310,2766540490.6778,79.83123452299
7918,-20101859019.1,-7.5
9818,202822069.40795,-302655032895.89
6746,6.453602,-315.552
9488,345507752.9,-30114.397607778
2018,710135709849484.0,-666.0
3145,86046008097277.0,7.2783870363
3360,7517085.707096,236080.0
8916,-275.4,391836.93
1552,565162.55479499,-2780465815.801
5174,-9988127737.0,698377504567.0
7332,-164693337332231.0,576919.901
4537,-0.47,-90749669.503
5579,2.25473122525752,1474407300.12416
8294,67594017472450.0,1.81754379348
7918,956767104.4,-8484.21
9056,-447842649.64,-77793937.1204
6006,-265172321.0,3275375591706.98
7077,-3448528680.462,75565930.935
5604,-3442.697,-735.84031
7759,6343614560.0,789146612858.0
1547,-3496577.41137963,3411164762.7909
7952,-67509407698792.6,-6282290.1977
1847,678636708270.5,8149858353.14
7502,372231.532719,-7.55
8948,-8632649258.73089,112401497003427.0
240,40689058140.0,5.8
9849,-489234.8569,1064804272.36
1781,-1041974627814.2,-746824454.93
1415,-8707614764662.0,473590000428.925
8644,-2931705.8,-2211.26
2320,-3293348.8039,521744549.16485
6326,-57121996686116.0,-19648240645660.3
3812,-9800898.1,-25878.40076
7297,2363628477.0,8811151.304
4023,4267874.141776,65.280446982988
5303,47635206.492,-184825104525331.0
4469,-18363.0,105500.222318134
8648,-470.52,-462962442.6081
7760,967699759.0,76720789913076.1
7503,297064822.2589,-76.5689853
7475,62296459482397.1,941935014286382.0
6067,-78067906.995,93487.63581008
262,88.7067906339259,-35933726.63
2445,-84783722086.0,1922.16
8035,681809780528776.0,168461507.21
6666,70904531492.3,8980736018.4
9408,980861952370.0,-3077095722.41
5238,273.283212,862443249281542.0
7969,-550836667286826.0,-343358.83
7085,2929180.4,3735694.0
3756,-1444487574.0,-0.546
5905,73540970265.98,-995058863151.0
1557,61496302.16,864080060.4
4129,45972368209.95,711347.38472
4336,-28296371160512.0,-143807105183221.0
9130,36780363024978.0,8612333225349.0
3769,80323317909.9175,6350372655102.63
2054,-11823390655888.0,-939076125.9
8799,708.7823387,604.1948
1539,-47888.0,71724.55483
4751,773884.742,54196161.6031704
1815,529625172520.0,-291672.174665348
9906,-5543.590219,-64192390.8716303
5248,-410706556338250.0,-9247442.0
3816,58299.339114578,90911190.479
1002,47598368012776.1,-731281.74702
870,-2092.392,-6.248
1267,3116598.330843,5978.48
8867,39.8659,760277519636978.0
5064,-526445.7243439,-846205768735224.0
6201,-3824037645.24,13276.32
2279,2457385412.3727,1226420.93060519
4491,54349.32,-3075490509.7
6504,1721194478.0,1455095.0
7577,-21.98,-734088998875078.0
8548,-2783023311.368,5219.342579
78,-40455447872.32,-6.316
3713,6922651961.1236,-79.67220657
4568,-9.8689763,-7250.83038983
6297,851823999072998.0,89.56673074166
3212,5289751118494.51,221563361.4518
4950,-58789.4228,2295588033.0
3098,3280475362.861,-46543.4338614
6443,16439206125.51,7205220179.796
6859,8369.0,-196749828637105.0
3786,-0.852286,2597460.86970321
5236,37062771974.79,-55632549891.0
6411,-46924989551959.0,-352403847.723
6434,-23.2,-895454540.181993
4311,4516.178789566,-481552.1712
2276,20299.517614,-8727533595958.1
4123,33097612042661.7,225783.3752
5265,-994478829.1,955213208567594.0
7492,-678468.3,31062830640.8359
3569,96673000087.0,16.492614461078
27,790.0,2296369.284392
7484,936948873.8,-56548123386.89
9928,744653315878.8,-515260.8927
4188,1441490.565,-7022321335937.0
2461,3159368033222.9,-9917869.71584
2605,-554736413142303.0,2644.941904
9341,-70436466.54,97.466
1669,58.52,-18604.0
6332,335364415998416.0,57.0
